sr_no,States,Regions,latitude,longitude,Dates,Usage,Date
3331,ALL INDIA TOTAL,,,,2/2/20,3117.5,2/2/20
3332,Punjab,NR,31.51997398,75.98000281,3/2/20,111.2,2/3/20
3333,Haryana,NR,28.45000633,77.01999101,3/2/20,110.4,2/3/20
3334,Rajasthan,NR,26.44999921,74.63998124,3/2/20,236.5,2/3/20
3335,Delhi,NR,28.6699929,77.23000403,3/2/20,61.5,2/3/20
3336,NR UP,NR,27.59998069,78.05000565,3/2/20,250.8,2/3/20
3337,Uttarakhand,NR,30.32040895,78.05000565,3/2/20,33.8,2/3/20
3338,HP,NR,31.10002545,77.16659704,3/2/20,27.5,2/3/20
3339,J&K,NR,33.45,76.24,3/2/20,46.8,2/3/20
3340,Chandigarh,NR,30.71999697,76.78000565,3/2/20,3.1,2/3/20
3341,Chhattisgarh,WR,22.09042035,82.15998734,3/2/20,91.3,2/3/20
3342,Gujarat,WR,22.2587,71.1924,3/2/20,360.1,2/3/20
3343,MP,WR,21.30039105,76.13001949,3/2/20,226.7,2/3/20
3344,Maharashtra,WR,19.25023195,73.16017493,3/2/20,476.6,2/3/20
3345,Goa,WR,15.491997,73.81800065,3/2/20,10.9,2/3/20
3346,DNH,WR,20.26657819,73.0166178,3/2/20,18.6,2/3/20
3347,Andhra Pradesh,SR,14.7504291,78.57002559,3/2/20,195.3,2/3/20
3348,Telangana,SR,18.1124,79.0193,3/2/20,248.6,2/3/20
3349,Karnataka,SR,12.57038129,76.91999711,3/2/20,237.2,2/3/20
3350,Kerala,SR,8.900372741,76.56999263,3/2/20,78.9,2/3/20
3351,Tamil Nadu,SR,12.92038576,79.15004187,3/2/20,323,2/3/20
3352,Pondy,SR,11.93499371,79.83000037,3/2/20,7.5,2/3/20
3353,Bihar,ER,25.78541445,87.4799727,3/2/20,72.1,2/3/20
3354,Jharkhand,ER,23.80039349,86.41998572,3/2/20,24.2,2/3/20
3355,Odisha,ER,19.82042971,85.90001746,3/2/20,72.4,2/3/20
3356,West Bengal,ER,22.58039044,88.32994665,3/2/20,120.1,2/3/20
3357,Sikkim,ER,27.3333303,88.6166475,3/2/20,1.4,2/3/20
3358,Arunachal Pradesh,NER,27.10039878,93.61660071,3/2/20,2.1,2/3/20
3359,Assam,NER,26.7499809,94.21666744,3/2/20,22.5,2/3/20
3360,Manipur,NER,24.79997072,93.95001705,3/2/20,2.7,2/3/20
3361,NER Meghalaya,NER,25.57049217,91.8800142,3/2/20,5.6,2/3/20
3362,Mizoram,NER,23.71039899,92.72001461,3/2/20,1.6,2/3/20
3363,Nagaland,NER,25.6669979,94.11657019,3/2/20,2.1,2/3/20
3364,Tripura,NER,23.83540428,91.27999914,3/2/20,3.5,2/3/20
3365,ALL INDIA TOTAL,,,,3/2/20,3564.8,2/3/20
3366,Punjab,NR,31.51997398,75.98000281,4/2/20,116.5,2/4/20
3367,Haryana,NR,28.45000633,77.01999101,4/2/20,119.5,2/4/20
3368,Rajasthan,NR,26.44999921,74.63998124,4/2/20,244.7,2/4/20
3369,Delhi,NR,28.6699929,77.23000403,4/2/20,62.8,2/4/20
3370,NR UP,NR,27.59998069,78.05000565,4/2/20,257.1,2/4/20
3371,Uttarakhand,NR,30.32040895,78.05000565,4/2/20,35,2/4/20
3372,HP,NR,31.10002545,77.16659704,4/2/20,28.4,2/4/20
3373,J&K,NR,33.45,76.24,4/2/20,46.9,2/4/20
3374,Chandigarh,NR,30.71999697,76.78000565,4/2/20,3.4,2/4/20
3375,Chhattisgarh,WR,22.09042035,82.15998734,4/2/20,86.2,2/4/20
3376,Gujarat,WR,22.2587,71.1924,4/2/20,363.1,2/4/20
3377,MP,WR,21.30039105,76.13001949,4/2/20,234.3,2/4/20
3378,Maharashtra,WR,19.25023195,73.16017493,4/2/20,490.8,2/4/20
3379,Goa,WR,15.491997,73.81800065,4/2/20,11,2/4/20
3380,DNH,WR,20.26657819,73.0166178,4/2/20,19,2/4/20
3381,Andhra Pradesh,SR,14.7504291,78.57002559,4/2/20,195.9,2/4/20
3382,Telangana,SR,18.1124,79.0193,4/2/20,254,2/4/20
3383,Karnataka,SR,12.57038129,76.91999711,4/2/20,245.1,2/4/20
3384,Kerala,SR,8.900372741,76.56999263,4/2/20,79.9,2/4/20
3385,Tamil Nadu,SR,12.92038576,79.15004187,4/2/20,334,2/4/20
3386,Pondy,SR,11.93499371,79.83000037,4/2/20,7.9,2/4/20
3387,Bihar,ER,25.78541445,87.4799727,4/2/20,73.1,2/4/20
3388,Jharkhand,ER,23.80039349,86.41998572,4/2/20,22.9,2/4/20
3389,Odisha,ER,19.82042971,85.90001746,4/2/20,71.6,2/4/20
3390,West Bengal,ER,22.58039044,88.32994665,4/2/20,115.5,2/4/20
3391,Sikkim,ER,27.3333303,88.6166475,4/2/20,1.5,2/4/20
3392,Arunachal Pradesh,NER,27.10039878,93.61660071,4/2/20,2.2,2/4/20
3393,Assam,NER,26.7499809,94.21666744,4/2/20,20.3,2/4/20
3394,Manipur,NER,24.79997072,93.95001705,4/2/20,2.5,2/4/20
3395,NER Meghalaya,NER,25.57049217,91.8800142,4/2/20,5.7,2/4/20
3396,Mizoram,NER,23.71039899,92.72001461,4/2/20,1.6,2/4/20
3397,Nagaland,NER,25.6669979,94.11657019,4/2/20,2.2,2/4/20
3398,Tripura,NER,23.83540428,91.27999914,4/2/20,3.4,2/4/20
3399,ALL INDIA TOTAL,,,,4/2/20,3634.8,2/4/20
3400,Punjab,NR,31.51997398,75.98000281,5/2/20,114,2/5/20
3401,Haryana,NR,28.45000633,77.01999101,5/2/20,114,2/5/20
3402,Rajasthan,NR,26.44999921,74.63998124,5/2/20,225.9,2/5/20
3403,Delhi,NR,28.6699929,77.23000403,5/2/20,63.9,2/5/20
3404,NR UP,NR,27.59998069,78.05000565,5/2/20,250,2/5/20
3405,Uttarakhand,NR,30.32040895,78.05000565,5/2/20,35.1,2/5/20
3406,HP,NR,31.10002545,77.16659704,5/2/20,28.2,2/5/20
3407,J&K,NR,33.45,76.24,5/2/20,45.4,2/5/20
3408,Chandigarh,NR,30.71999697,76.78000565,5/2/20,3.4,2/5/20
3409,Chhattisgarh,WR,22.09042035,82.15998734,5/2/20,84.3,2/5/20
3410,Gujarat,WR,22.2587,71.1924,5/2/20,356.5,2/5/20
3411,MP,WR,21.30039105,76.13001949,5/2/20,232.1,2/5/20
3412,Maharashtra,WR,19.25023195,73.16017493,5/2/20,490.1,2/5/20
3413,Goa,WR,15.491997,73.81800065,5/2/20,11,2/5/20
3414,DNH,WR,20.26657819,73.0166178,5/2/20,19.2,2/5/20
3415,Andhra Pradesh,SR,14.7504291,78.57002559,5/2/20,201.2,2/5/20
3416,Telangana,SR,18.1124,79.0193,5/2/20,254.1,2/5/20
3417,Karnataka,SR,12.57038129,76.91999711,5/2/20,244.5,2/5/20
3418,Kerala,SR,8.900372741,76.56999263,5/2/20,80,2/5/20
3419,Tamil Nadu,SR,12.92038576,79.15004187,5/2/20,337.3,2/5/20
3420,Pondy,SR,11.93499371,79.83000037,5/2/20,8.1,2/5/20
3421,Bihar,ER,25.78541445,87.4799727,5/2/20,73.5,2/5/20
3422,Jharkhand,ER,23.80039349,86.41998572,5/2/20,21.7,2/5/20
3423,Odisha,ER,19.82042971,85.90001746,5/2/20,69.9,2/5/20
3424,West Bengal,ER,22.58039044,88.32994665,5/2/20,111.4,2/5/20
3425,Sikkim,ER,27.3333303,88.6166475,5/2/20,1.7,2/5/20
3426,Arunachal Pradesh,NER,27.10039878,93.61660071,5/2/20,2.1,2/5/20
3427,Assam,NER,26.7499809,94.21666744,5/2/20,21.3,2/5/20
3428,Manipur,NER,24.79997072,93.95001705,5/2/20,2.8,2/5/20
3429,NER Meghalaya,NER,25.57049217,91.8800142,5/2/20,5.5,2/5/20
3430,Mizoram,NER,23.71039899,92.72001461,5/2/20,1.7,2/5/20
3431,Nagaland,NER,25.6669979,94.11657019,5/2/20,2.2,2/5/20
3432,Tripura,NER,23.83540428,91.27999914,5/2/20,3.5,2/5/20
3433,ALL INDIA TOTAL,,,,5/2/20,3590.6,2/5/20
3434,Punjab,NR,31.51997398,75.98000281,6/2/20,101.7,2/6/20
3435,Haryana,NR,28.45000633,77.01999101,6/2/20,97.2,2/6/20
3436,Rajasthan,NR,26.44999921,74.63998124,6/2/20,215.6,2/6/20
3437,Delhi,NR,28.6699929,77.23000403,6/2/20,62.9,2/6/20
3438,NR UP,NR,27.59998069,78.05000565,6/2/20,230.3,2/6/20
3439,Uttarakhand,NR,30.32040895,78.05000565,6/2/20,34.8,2/6/20
3440,HP,NR,31.10002545,77.16659704,6/2/20,29.4,2/6/20
3441,J&K,NR,33.45,76.24,6/2/20,45.7,2/6/20
3442,Chandigarh,NR,30.71999697,76.78000565,6/2/20,3.3,2/6/20
3443,Chhattisgarh,WR,22.09042035,82.15998734,6/2/20,85.1,2/6/20
3444,Gujarat,WR,22.2587,71.1924,6/2/20,354.3,2/6/20
3445,MP,WR,21.30039105,76.13001949,6/2/20,232,2/6/20
3446,Maharashtra,WR,19.25023195,73.16017493,6/2/20,491.6,2/6/20
3447,Goa,WR,15.491997,73.81800065,6/2/20,10.4,2/6/20
3448,DNH,WR,20.26657819,73.0166178,6/2/20,19.5,2/6/20
3449,Andhra Pradesh,SR,14.7504291,78.57002559,6/2/20,199.5,2/6/20
3450,Telangana,SR,18.1124,79.0193,6/2/20,247.3,2/6/20
3451,Karnataka,SR,12.57038129,76.91999711,6/2/20,251.9,2/6/20
3452,Kerala,SR,8.900372741,76.56999263,6/2/20,79.2,2/6/20
3453,Tamil Nadu,SR,12.92038576,79.15004187,6/2/20,336.3,2/6/20
3454,Pondy,SR,11.93499371,79.83000037,6/2/20,8,2/6/20
3455,Bihar,ER,25.78541445,87.4799727,6/2/20,73.5,2/6/20
3456,Jharkhand,ER,23.80039349,86.41998572,6/2/20,20.3,2/6/20
3457,Odisha,ER,19.82042971,85.90001746,6/2/20,69.3,2/6/20
3458,West Bengal,ER,22.58039044,88.32994665,6/2/20,115.5,2/6/20
3459,Sikkim,ER,27.3333303,88.6166475,6/2/20,1.7,2/6/20
3460,Arunachal Pradesh,NER,27.10039878,93.61660071,6/2/20,2.1,2/6/20
3461,Assam,NER,26.7499809,94.21666744,6/2/20,22.5,2/6/20
3462,Manipur,NER,24.79997072,93.95001705,6/2/20,2.6,2/6/20
3463,NER Meghalaya,NER,25.57049217,91.8800142,6/2/20,5.9,2/6/20
3464,Mizoram,NER,23.71039899,92.72001461,6/2/20,1.6,2/6/20
3465,Nagaland,NER,25.6669979,94.11657019,6/2/20,2.1,2/6/20
3466,Tripura,NER,23.83540428,91.27999914,6/2/20,3.5,2/6/20
3467,ALL INDIA TOTAL,,,,6/2/20,3532.6,2/6/20
3468,Punjab,NR,31.51997398,75.98000281,7/2/20,91.6,2/7/20
3469,Haryana,NR,28.45000633,77.01999101,7/2/20,87.6,2/7/20
3470,Rajasthan,NR,26.44999921,74.63998124,7/2/20,153.3,2/7/20
3471,Delhi,NR,28.6699929,77.23000403,7/2/20,64.4,2/7/20
3472,NR UP,NR,27.59998069,78.05000565,7/2/20,209.5,2/7/20
3473,Uttarakhand,NR,30.32040895,78.05000565,7/2/20,32.9,2/7/20
3474,HP,NR,31.10002545,77.16659704,7/2/20,29.6,2/7/20
3475,J&K,NR,33.45,76.24,7/2/20,46.8,2/7/20
3476,Chandigarh,NR,30.71999697,76.78000565,7/2/20,3.5,2/7/20
3477,Chhattisgarh,WR,22.09042035,82.15998734,7/2/20,83.5,2/7/20
3478,Gujarat,WR,22.2587,71.1924,7/2/20,345.3,2/7/20
3479,MP,WR,21.30039105,76.13001949,7/2/20,220.7,2/7/20
3480,Maharashtra,WR,19.25023195,73.16017493,7/2/20,486.1,2/7/20
3481,Goa,WR,15.491997,73.81800065,7/2/20,10.4,2/7/20
3482,DNH,WR,20.26657819,73.0166178,7/2/20,19.1,2/7/20
3483,Andhra Pradesh,SR,14.7504291,78.57002559,7/2/20,194.7,2/7/20
3484,Telangana,SR,18.1124,79.0193,7/2/20,244.1,2/7/20
3485,Karnataka,SR,12.57038129,76.91999711,7/2/20,248.5,2/7/20
3486,Kerala,SR,8.900372741,76.56999263,7/2/20,79.4,2/7/20
3487,Tamil Nadu,SR,12.92038576,79.15004187,7/2/20,339.7,2/7/20
3488,Pondy,SR,11.93499371,79.83000037,7/2/20,8.5,2/7/20
3489,Bihar,ER,25.78541445,87.4799727,7/2/20,67.3,2/7/20
3490,Jharkhand,ER,23.80039349,86.41998572,7/2/20,21,2/7/20
3491,Odisha,ER,19.82042971,85.90001746,7/2/20,67.8,2/7/20
3492,West Bengal,ER,22.58039044,88.32994665,7/2/20,114,2/7/20
3493,Sikkim,ER,27.3333303,88.6166475,7/2/20,1.4,2/7/20
3494,Arunachal Pradesh,NER,27.10039878,93.61660071,7/2/20,2.2,2/7/20
3495,Assam,NER,26.7499809,94.21666744,7/2/20,22.5,2/7/20
3496,Manipur,NER,24.79997072,93.95001705,7/2/20,2.6,2/7/20
3497,NER Meghalaya,NER,25.57049217,91.8800142,7/2/20,5.7,2/7/20
3498,Mizoram,NER,23.71039899,92.72001461,7/2/20,1.7,2/7/20
3499,Nagaland,NER,25.6669979,94.11657019,7/2/20,2.2,2/7/20
3500,Tripura,NER,23.83540428,91.27999914,7/2/20,3.6,2/7/20
3501,ALL INDIA TOTAL,,,,7/2/20,3387.6,2/7/20
3502,Punjab,NR,31.51997398,75.98000281,8/2/20,97.3,2/8/20
3503,Haryana,NR,28.45000633,77.01999101,8/2/20,99.1,2/8/20
3504,Rajasthan,NR,26.44999921,74.63998124,8/2/20,193.9,2/8/20
3505,Delhi,NR,28.6699929,77.23000403,8/2/20,59.9,2/8/20
3506,NR UP,NR,27.59998069,78.05000565,8/2/20,218.8,2/8/20
3507,Uttarakhand,NR,30.32040895,78.05000565,8/2/20,34.6,2/8/20
3508,HP,NR,31.10002545,77.16659704,8/2/20,30.5,2/8/20
3509,J&K,NR,33.45,76.24,8/2/20,49.2,2/8/20
3510,Chandigarh,NR,30.71999697,76.78000565,8/2/20,3.5,2/8/20
3511,Chhattisgarh,WR,22.09042035,82.15998734,8/2/20,72.2,2/8/20
3512,Gujarat,WR,22.2587,71.1924,8/2/20,344,2/8/20
3513,MP,WR,21.30039105,76.13001949,8/2/20,221.5,2/8/20
3514,Maharashtra,WR,19.25023195,73.16017493,8/2/20,486.1,2/8/20
3515,Goa,WR,15.491997,73.81800065,8/2/20,10.4,2/8/20
3516,DNH,WR,20.26657819,73.0166178,8/2/20,19.1,2/8/20
3517,Andhra Pradesh,SR,14.7504291,78.57002559,8/2/20,185.7,2/8/20
3518,Telangana,SR,18.1124,79.0193,8/2/20,237.6,2/8/20
3519,Karnataka,SR,12.57038129,76.91999711,8/2/20,247.7,2/8/20
3520,Kerala,SR,8.900372741,76.56999263,8/2/20,79.5,2/8/20
3521,Tamil Nadu,SR,12.92038576,79.15004187,8/2/20,332.2,2/8/20
3522,Pondy,SR,11.93499371,79.83000037,8/2/20,8.2,2/8/20
3523,Bihar,ER,25.78541445,87.4799727,8/2/20,64.8,2/8/20
3524,Jharkhand,ER,23.80039349,86.41998572,8/2/20,20.9,2/8/20
3525,Odisha,ER,19.82042971,85.90001746,8/2/20,68.6,2/8/20
3526,West Bengal,ER,22.58039044,88.32994665,8/2/20,109.7,2/8/20
3527,Sikkim,ER,27.3333303,88.6166475,8/2/20,1.5,2/8/20
3528,Arunachal Pradesh,NER,27.10039878,93.61660071,8/2/20,2.3,2/8/20
3529,Assam,NER,26.7499809,94.21666744,8/2/20,22.2,2/8/20
3530,Manipur,NER,24.79997072,93.95001705,8/2/20,2.7,2/8/20
3531,NER Meghalaya,NER,25.57049217,91.8800142,8/2/20,5.9,2/8/20
3532,Mizoram,NER,23.71039899,92.72001461,8/2/20,1.6,2/8/20
3533,Nagaland,NER,25.6669979,94.11657019,8/2/20,2.2,2/8/20
3534,Tripura,NER,23.83540428,91.27999914,8/2/20,3.6,2/8/20
3535,ALL INDIA TOTAL,,,,8/2/20,3409.3,2/8/20
3536,Punjab,NR,31.51997398,75.98000281,9/2/20,93.8,2/9/20
3537,Haryana,NR,28.45000633,77.01999101,9/2/20,93.2,2/9/20
3538,Rajasthan,NR,26.44999921,74.63998124,9/2/20,201.1,2/9/20
3539,Delhi,NR,28.6699929,77.23000403,9/2/20,58.2,2/9/20
3540,NR UP,NR,27.59998069,78.05000565,9/2/20,232.1,2/9/20
3541,Uttarakhand,NR,30.32040895,78.05000565,9/2/20,33.8,2/9/20
3542,HP,NR,31.10002545,77.16659704,9/2/20,27.5,2/9/20
3543,J&K,NR,33.45,76.24,9/2/20,47.4,2/9/20
3544,Chandigarh,NR,30.71999697,76.78000565,9/2/20,3.1,2/9/20
3545,Chhattisgarh,WR,22.09042035,82.15998734,9/2/20,81.2,2/9/20
3546,Gujarat,WR,22.2587,71.1924,9/2/20,335.6,2/9/20
3547,MP,WR,21.30039105,76.13001949,9/2/20,221,2/9/20
3548,Maharashtra,WR,19.25023195,73.16017493,9/2/20,471.5,2/9/20
3549,Goa,WR,15.491997,73.81800065,9/2/20,9.2,2/9/20
3550,DNH,WR,20.26657819,73.0166178,9/2/20,19,2/9/20
3551,Andhra Pradesh,SR,14.7504291,78.57002559,9/2/20,182.4,2/9/20
3552,Telangana,SR,18.1124,79.0193,9/2/20,226.7,2/9/20
3553,Karnataka,SR,12.57038129,76.91999711,9/2/20,237.4,2/9/20
3554,Kerala,SR,8.900372741,76.56999263,9/2/20,73.9,2/9/20
3555,Tamil Nadu,SR,12.92038576,79.15004187,9/2/20,309.7,2/9/20
3556,Pondy,SR,11.93499371,79.83000037,9/2/20,7.4,2/9/20
3557,Bihar,ER,25.78541445,87.4799727,9/2/20,71.1,2/9/20
3558,Jharkhand,ER,23.80039349,86.41998572,9/2/20,22.5,2/9/20
3559,Odisha,ER,19.82042971,85.90001746,9/2/20,71.4,2/9/20
3560,West Bengal,ER,22.58039044,88.32994665,9/2/20,104.9,2/9/20
3561,Sikkim,ER,27.3333303,88.6166475,9/2/20,1.3,2/9/20
3562,Arunachal Pradesh,NER,27.10039878,93.61660071,9/2/20,2.3,2/9/20
3563,Assam,NER,26.7499809,94.21666744,9/2/20,21,2/9/20
3564,Manipur,NER,24.79997072,93.95001705,9/2/20,2.7,2/9/20
3565,NER Meghalaya,NER,25.57049217,91.8800142,9/2/20,5.7,2/9/20
3566,Mizoram,NER,23.71039899,92.72001461,9/2/20,1.7,2/9/20
3567,Nagaland,NER,25.6669979,94.11657019,9/2/20,2.2,2/9/20
3568,Tripura,NER,23.83540428,91.27999914,9/2/20,3.4,2/9/20
3569,ALL INDIA TOTAL,,,,9/2/20,3348.7,2/9/20
3570,Punjab,NR,31.51997398,75.98000281,10/2/20,119.9,2/10/20
3571,Haryana,NR,28.45000633,77.01999101,10/2/20,130.3,2/10/20
3572,Rajasthan,NR,26.44999921,74.63998124,10/2/20,234.1,2/10/20
3573,Delhi,NR,28.6699929,77.23000403,10/2/20,85.8,2/10/20
3574,NR UP,NR,27.59998069,78.05000565,10/2/20,313.9,2/10/20
3575,Uttarakhand,NR,30.32040895,78.05000565,10/2/20,40.7,2/10/20
3576,HP,NR,31.10002545,77.16659704,10/2/20,30,2/10/20
3577,J&K,NR,33.45,76.24,10/2/20,52.5,2/10/20
3578,Chandigarh,NR,30.71999697,76.78000565,10/2/20,5,2/10/20
3579,Chhattisgarh,WR,22.09042035,82.15998734,10/2/20,78.7,2/10/20
3580,Gujarat,WR,22.2587,71.1924,10/2/20,319.5,2/10/20
3581,MP,WR,21.30039105,76.13001949,10/2/20,253,2/10/20
3582,Maharashtra,WR,19.25023195,73.16017493,10/2/20,428.6,2/10/20
3583,Goa,WR,15.491997,73.81800065,10/2/20,12.8,2/10/20
3584,DNH,WR,20.26657819,73.0166178,10/2/20,18.6,2/10/20
3585,Andhra Pradesh,SR,14.7504291,78.57002559,10/2/20,164.6,2/10/20
3586,Telangana,SR,18.1124,79.0193,10/2/20,204.2,2/10/20
3587,Karnataka,SR,12.57038129,76.91999711,10/2/20,206.3,2/10/20
3588,Kerala,SR,8.900372741,76.56999263,10/2/20,72.7,2/10/20
3589,Tamil Nadu,SR,12.92038576,79.15004187,10/2/20,268.3,2/10/20
3590,Pondy,SR,11.93499371,79.83000037,10/2/20,6.3,2/10/20
3591,Bihar,ER,25.78541445,87.4799727,10/2/20,82.3,2/10/20
3592,Jharkhand,ER,23.80039349,86.41998572,10/2/20,24.8,2/10/20
3593,Odisha,ER,19.82042971,85.90001746,10/2/20,70.2,2/10/20
3594,West Bengal,ER,22.58039044,88.32994665,10/2/20,108.2,2/10/20
3595,Sikkim,ER,27.3333303,88.6166475,10/2/20,2,2/10/20
3596,Arunachal Pradesh,NER,27.10039878,93.61660071,10/2/20,2.1,2/10/20
3597,Assam,NER,26.7499809,94.21666744,10/2/20,21.7,2/10/20
3598,Manipur,NER,24.79997072,93.95001705,10/2/20,2.7,2/10/20
3599,NER Meghalaya,NER,25.57049217,91.8800142,10/2/20,6.1,2/10/20
3600,Mizoram,NER,23.71039899,92.72001461,10/2/20,1.9,2/10/20
3601,Nagaland,NER,25.6669979,94.11657019,10/2/20,2.2,2/10/20
3602,Tripura,NER,23.83540428,91.27999914,10/2/20,3.4,2/10/20
3603,ALL INDIA TOTAL,,,,10/2/20,3449.3,2/10/20
3604,Punjab,NR,31.51997398,75.98000281,11/2/20,121.9,2/11/20
3605,Haryana,NR,28.45000633,77.01999101,11/2/20,133.5,2/11/20
3606,Rajasthan,NR,26.44999921,74.63998124,11/2/20,240.2,2/11/20
3607,Delhi,NR,28.6699929,77.23000403,11/2/20,85.5,2/11/20
3608,NR UP,NR,27.59998069,78.05000565,11/2/20,311.8,2/11/20
3609,Uttarakhand,NR,30.32040895,78.05000565,11/2/20,39.3,2/11/20
3610,HP,NR,31.10002545,77.16659704,11/2/20,30.1,2/11/20
3611,J&K,NR,33.45,76.24,11/2/20,54.1,2/11/20
3612,Chandigarh,NR,30.71999697,76.78000565,11/2/20,4.9,2/11/20
3613,Chhattisgarh,WR,22.09042035,82.15998734,11/2/20,78.8,2/11/20
3614,Gujarat,WR,22.2587,71.1924,11/2/20,316.7,2/11/20
3615,MP,WR,21.30039105,76.13001949,11/2/20,253.6,2/11/20
3616,Maharashtra,WR,19.25023195,73.16017493,11/2/20,419.6,2/11/20
3617,Goa,WR,15.491997,73.81800065,11/2/20,13.7,2/11/20
3618,DNH,WR,20.26657819,73.0166178,11/2/20,18.2,2/11/20
3619,Andhra Pradesh,SR,14.7504291,78.57002559,11/2/20,170.1,2/11/20
3620,Telangana,SR,18.1124,79.0193,11/2/20,204.5,2/11/20
3621,Karnataka,SR,12.57038129,76.91999711,11/2/20,212.2,2/11/20
3622,Kerala,SR,8.900372741,76.56999263,11/2/20,73.6,2/11/20
3623,Tamil Nadu,SR,12.92038576,79.15004187,11/2/20,285.2,2/11/20
3624,Pondy,SR,11.93499371,79.83000037,11/2/20,6.5,2/11/20
3625,Bihar,ER,25.78541445,87.4799727,11/2/20,82,2/11/20
3626,Jharkhand,ER,23.80039349,86.41998572,11/2/20,25.6,2/11/20
3627,Odisha,ER,19.82042971,85.90001746,11/2/20,67.9,2/11/20
3628,West Bengal,ER,22.58039044,88.32994665,11/2/20,110.2,2/11/20
3629,Sikkim,ER,27.3333303,88.6166475,11/2/20,1.9,2/11/20
3630,Arunachal Pradesh,NER,27.10039878,93.61660071,11/2/20,2.2,2/11/20
3631,Assam,NER,26.7499809,94.21666744,11/2/20,23.4,2/11/20
3632,Manipur,NER,24.79997072,93.95001705,11/2/20,2.4,2/11/20
3633,NER Meghalaya,NER,25.57049217,91.8800142,11/2/20,6.5,2/11/20
3634,Mizoram,NER,23.71039899,92.72001461,11/2/20,1.8,2/11/20
3635,Nagaland,NER,25.6669979,94.11657019,11/2/20,2.2,2/11/20
3636,Tripura,NER,23.83540428,91.27999914,11/2/20,3.6,2/11/20
3637,ALL INDIA TOTAL,,,,11/2/20,3480.1,2/11/20
3638,Punjab,NR,31.51997398,75.98000281,12/2/20,118.8,2/12/20
3639,Haryana,NR,28.45000633,77.01999101,12/2/20,128.2,2/12/20
3640,Rajasthan,NR,26.44999921,74.63998124,12/2/20,239.8,2/12/20
3641,Delhi,NR,28.6699929,77.23000403,12/2/20,83.5,2/12/20
3642,NR UP,NR,27.59998069,78.05000565,12/2/20,320.7,2/12/20
3643,Uttarakhand,NR,30.32040895,78.05000565,12/2/20,38.1,2/12/20
3644,HP,NR,31.10002545,77.16659704,12/2/20,30.1,2/12/20
3645,J&K,NR,33.45,76.24,12/2/20,53.2,2/12/20
3646,Chandigarh,NR,30.71999697,76.78000565,12/2/20,4.8,2/12/20
3647,Chhattisgarh,WR,22.09042035,82.15998734,12/2/20,74.8,2/12/20
3648,Gujarat,WR,22.2587,71.1924,12/2/20,301.9,2/12/20
3649,MP,WR,21.30039105,76.13001949,12/2/20,239.3,2/12/20
3650,Maharashtra,WR,19.25023195,73.16017493,12/2/20,395.8,2/12/20
3651,Goa,WR,15.491997,73.81800065,12/2/20,12.6,2/12/20
3652,DNH,WR,20.26657819,73.0166178,12/2/20,16.7,2/12/20
3653,Andhra Pradesh,SR,14.7504291,78.57002559,12/2/20,165.2,2/12/20
3654,Telangana,SR,18.1124,79.0193,12/2/20,201.2,2/12/20
3655,Karnataka,SR,12.57038129,76.91999711,12/2/20,205.3,2/12/20
3656,Kerala,SR,8.900372741,76.56999263,12/2/20,73.4,2/12/20
3657,Tamil Nadu,SR,12.92038576,79.15004187,12/2/20,270.3,2/12/20
3658,Pondy,SR,11.93499371,79.83000037,12/2/20,6.4,2/12/20
3659,Bihar,ER,25.78541445,87.4799727,12/2/20,82.9,2/12/20
3660,Jharkhand,ER,23.80039349,86.41998572,12/2/20,26.3,2/12/20
3661,Odisha,ER,19.82042971,85.90001746,12/2/20,66.3,2/12/20
3662,West Bengal,ER,22.58039044,88.32994665,12/2/20,106.8,2/12/20
3663,Sikkim,ER,27.3333303,88.6166475,12/2/20,1.7,2/12/20
3664,Arunachal Pradesh,NER,27.10039878,93.61660071,12/2/20,2.2,2/12/20
3665,Assam,NER,26.7499809,94.21666744,12/2/20,21.7,2/12/20
3666,Manipur,NER,24.79997072,93.95001705,12/2/20,2.4,2/12/20
3667,NER Meghalaya,NER,25.57049217,91.8800142,12/2/20,6.3,2/12/20
3668,Mizoram,NER,23.71039899,92.72001461,12/2/20,1.7,2/12/20
3669,Nagaland,NER,25.6669979,94.11657019,12/2/20,2.2,2/12/20
3670,Tripura,NER,23.83540428,91.27999914,12/2/20,3.5,2/12/20
3671,ALL INDIA TOTAL,,,,12/2/20,3379.9,2/12/20
3672,Punjab,NR,31.51997398,75.98000281,13/02/2020,121,2/13/20
3673,Haryana,NR,28.45000633,77.01999101,13/02/2020,127.5,2/13/20
3674,Rajasthan,NR,26.44999921,74.63998124,13/02/2020,239.1,2/13/20
3675,Delhi,NR,28.6699929,77.23000403,13/02/2020,79.2,2/13/20
3676,NR UP,NR,27.59998069,78.05000565,13/02/2020,299,2/13/20
3677,Uttarakhand,NR,30.32040895,78.05000565,13/02/2020,39.2,2/13/20
3678,HP,NR,31.10002545,77.16659704,13/02/2020,30.2,2/13/20
3679,J&K,NR,33.45,76.24,13/02/2020,51.5,2/13/20
3680,Chandigarh,NR,30.71999697,76.78000565,13/02/2020,4.3,2/13/20
3681,Chhattisgarh,WR,22.09042035,82.15998734,13/02/2020,69,2/13/20
3682,Gujarat,WR,22.2587,71.1924,13/02/2020,313.2,2/13/20
3683,MP,WR,21.30039105,76.13001949,13/02/2020,228.2,2/13/20
3684,Maharashtra,WR,19.25023195,73.16017493,13/02/2020,411.1,2/13/20
